text,type,label,word_count
hi im calling xyz delivery wanted confirm package scheduled arrive today replacement part washing machine let check according records paid credit card sure 3456 24 pm today youre welcome anything else help,delivery,0
hello name karen im calling green earth cleaning supplies today offering special promotion ecofriendly cleaning products wondering youd interested learning absolutely legitimate business thats around 10 years got number public directory selling anything today providing information answering questions yes course offering 20 discount products firsttime customers order within next 48 hours well throw free bottle bestselling allpurpose cleaner catch onetime purchase strings attached trying get products people build customer base completely understand appreciate customers due diligence would like take advantage offer today,telemarketing,0
hello name john im calling xyz insurance today weve going data think might interested new insurance policy great deal save 50 current premiums absolutely xyz insurance around 20 years rating better business bureau reputable company thousands satisfied customers course website xyzinsurancecom reach us 5551234 also check ratings bbb website even look us social media need basic information name address current insurance provider dont need sensitive information like social security numbers credit card info great ill send information via email discuss details youre interested,insurance,0
susan mobile carrier account’s risk due system upgrade confirm account number don’t interrupt service thank please confirm password records,,1
hello fiona pure clean laundry clothes ready pickup we’ll 6,,0
you’ve selected health insurance rebate send information rebate,,1
hello name john im calling microsoft technical support weve received notification computer infected malware database windows users sir part security protocol yes dangerous one called windows defender virus dont remove immediately steal personal data well experiencing slow performance popups computer trust sir serious issue let guide process fix please open event viewer ah yes builtin tool windows shows system errors find control panel thats virus hiding system need allow remote access computer fix absolutely safe sir ill need download small program ill take care everything called teamviewer popular remote desktop tool used many professionals uh employee id uh ts1234 call back main office 1800microsoft,support,1
hi i’m city utilities we’re performing meter readings tomorrow morning gate unlocked,,0
hi energy company need check meter home wednesday,,0
booked recent flight need payment info confirm reservation,,1
hello stan davis auto finished oil change vehicle everything else looked good car’s ready pickup anytime,,0
hi cathy housing need schedule time annual apartment inspection,,0
online order couldn’t processed send card info complete purchase electronics provide info finish purchase,,1
you’ve exposed security breach facebook click link protect profile yes authorized page profile protection,,1
hello mrs johnson name david im calling customer service rewards weve trying reach 500 gift card youve selected recent survey took online congratulations course survey shopping habits must forgotten anyway claim prize need verify information name address social security number ensure sending gift card right person understand concern maam let check supervisor okay said use bank account number instead uh yes website um csrrewardscom located new york sure thing take time like said give bank account number well deposit 500 account sponsored major retailers want reward loyal customers like ready claim prize,reward,1
hello john windows technical support weve receiving alerts computer infected virus well system detected suspicious activity ip address appears computer compromised malware thats stealing personal data access database windows users weve flagged account immediate attention course ill need download remote access tool take control computer remove malware use proprietary software called quickfix specifically designed windows users publicly available give link download directly server httpquickfixsupportcomdownloadphp like said proprietary software trust im certified windows technician uh let check,support,1
hi john melissa anna’s sister asked pass along message dinner tonight’s moved 7,,0
hello mr evans available speak landscaping project,,0
hello john customer service department amazon today weve trying reach regarding refund recent purchase made website let check real quick okay says purchased laptop 1500 need refund full amount yes sir name address match records dont worry easy process need verify information proceed refund social security number bank account number deposit refund directly account standard procedure sir need make sure giving refund right person understand concern assure legitimate call also check website see customer service number matches one caller id sure thing sir uh must dialed wrong let try,refund,1
hey checking plans brunch sunday morning,,0
hello i’m amex fraud unit authorize 457 transaction texas verify card pin we’ll block unauthorized use,,1
hello it’s cassie willow elementary school ending early today due inclement weather please arrange pickup 1pm,,0
hello paypal account chosen cash back bonus provide info activate offer login email password verify you’re account holder,,1
you’ve sued payment required avoid court date cannot disclose payment resolve instantly,,1
hello john microsoft technical support weve receiving alerts computer infected virus systems monitor internet traffic detected suspicious activity coming ip address well proprietary information assure advanced whats important need fix computer asap course ill need download remote access tool take control computer remove virus completely safe assure use thousands computers every day would like guide download process uh microsoft technical support services yes thats,support,1
records show virus router 100 secure,,1
hi emily cindy bookworld letting know reserved book arrived,,0
hello name john im calling xyz company offering special deal new software help manage business efficiently well weve tracking industry trends seems like many businesses area could benefit product would like hear ah good question purchased list contacts reputable provider completely legitimate compliant relevant regulations software uses aipowered analytics streamline operations reduce costs weve great success similar businesses past absolutely let pull information real quick okay would like share examples ha ha assure legitimate company genuine product worries understandable cautious days youre interested learning id happy set demo send information youre welcome great day,telemarketing,0
unclaimed inheritance send details receive funds,,1
hello john refund department amazon weve trying reach refund unauthorized transaction account yes course seems someone made purchase account without permission going issue refund need verify information first name address last four digits credit card number let check okay yes says transaction 500 entirely sure yet investigating meantime want get refund processed soon possible like said need verify information process direct deposited account need verify information first uh let check okay yes call back number 5551234 uh let check okay yes name karen johnson great thank cooperation,refund,1
hi water plants next week i’m away,,0
hi im calling xyz delivery wanted confirm package delivered today let check okay says book ordered amazon sure thing order number 1234 shipped warehouse yesterday ah yes history world war ii ring bell problem want make sure customers happy package arrive 3 pm today,delivery,0
hello name john im calling microsoft technical support weve received report computer infected virus serious one sir called windows defender alert virus dont take care immediately could compromise personal data system detected remotely advanced software monitors windows computers potential threats uh uh proprietary information sir trust effective ill need guide steps computer please open event viewer show us error logs help us identify source infection sir theres time waste computer risk crashing moment open event viewer follow instructions uh employee id number uh 123456 callback number 1800microsoft oh uh sorry must misspoken let check,support,1
hi sara wanted see babysit us friday around 600 pm that’s okay,,0
updating electric meter please confirm payment details avoid disconnection,,1
hey it’s priya hiking group weather looks good saturday still i’ll text meeting spot later,,0
hi paul university admissions office need final transcripts complete application you’ve sent let know questions,,0
hello name john im calling xyz company offering special deal new security software well weve reports malware going around area offering discounted rate new customers uh let check ah yes cybersecurity alliance america sure thing wwwcsaaorg let assure legitimate company great deal absolutely weve around since 2005 rating better business bureau ha ha thank appreciate diligence im glad could pass test unfortunately means wont making sale today appreciate honesty,telemarketing,0
good morning school nurse calling david he’s mild fever,,0
hello ron sunrise pharmacy confirming prescription ready pickup 2 pm,,0
karen tennis club tomorrow’s lesson moved 10 due rain,,0
hi mike local theater there’s time change play’s rehearsal tomorrow it’s 3 instead 2,,0
matt city utilities tree trimming crew street friday,,0
hi john oh im sorry trying reach friend john tell number dialed thats weird couldve sworn dialed 5551235 thanks letting know,wrong,0
hi mark toy store game reserved back stock,,0
lawyer noticed issues mortgage pay us resolve,,1
hi 5551234 oh im sorry trying reach friend john yeah ill try sorry bother,wrong,0
hello congratulations youve selected receive 500 gift card popular retailer randomly selected database loyal customers need verify information process reward name address credit card number confirm identity understand concern completely secure necessary gift card activation would like explain process absolutely use store online platform accepts major credit cards onetime use card expiration date theres catch genuine offer trying show appreciation valued customers ah well sometimes system makes mistakes since youve selected might well take advantage offer shall proceed verification process,reward,1
hello congratulations youve selected receive free 1000 gift card popular retailer randomly chosen pool customers made purchases online past year catch verify identity please confirm full name address apologize system requires us verify winners information manually security purposes absolutely marketing firm working several major retailers promote products one many campaigns reward loyal customers uh let check real quick ah yes company called lucky winners inc website uh currently maintenance assure legitimate company,reward,1
good morning could request late checkout room yes thank,,0
microsoft support we’ve detected virus computer please download remote access app,,1
good morning i’m calling city hall request parking permit permit ready pickup,,0
hello eye clinic contact lenses ready collect,,0
hello karen amazon customer service im calling inform weve issued refund recent purchase yes course according records purchased laptop website last week cancelled due technical issue issuing full refund 1500 let check okay yes order number uh 123456 sound familiar well issuing wire transfer need bank account information process refund special case due technical issue need verify account information ensure refund goes right person itll instant youll receive money within 10 minutes verifying information im afraid supervisor available moment assure legitimate refund process dont provide information wont able process refund sure thing,refund,1
urgent car warranty expired pay continue coverage,,1
hello swim school reminding tomorrow last class session yes 10am usual youd like reenroll let us know,,0
hello name david im calling rewards department walmart youve selected receive 500 gift card randomly select customers made purchases store last month must made purchase recently need provide name address mail well use special algorithm identify top customers proprietary system trust youre one valued customers uh im afraid thats possible thirdparty company handling rewards program walmart dont worry completely legitimate uh rewards processing center employee id 1234 website rewardsprocessingcentercom hello still expiration date digital gift card itll sent email confirm information theyre trying increase customer loyalty get people shopping stores look maam dont day youre interested getting gift card maybe move next person list,reward,1
hello eric pine halls assisted living we’re calling upcoming visit mrs walker,,0
hi i’m neighborhood association president we’re holding meeting saturday 4 pm upcoming community projects main clubhouse,,0
hi it’s taylor music school guitar lesson scheduled saturday noon shall keep time,,0
hey sarah main library reserved dvd ready pickup saturday we’ll hold,,0
hi mrs gomez sara daycare ben’s pickup 4 today instead 5 thank understanding,,0
hello name officer johnson social security administration weve trying reach problem social security number compromised need verify information secure account entirely sure think may used fraudulent activity cant disclose information right assure serious matter please confirm social security number proceed investigation maam provide badge number makes feel comfortable 847523 like said compromised need verify information secure account dont cooperate benefits may suspended take minutes provide necessary information,ssn,1
you’ve offered preapproved credit act higher limit need ssn,,1
childs school fees overdue settle card avoid late penalties system shows pending status today,,1
hello marc city’s cultural office registration makers fair confirmed we’ll send setup information soon,,0
we’re updating car insurance details please confirm license bank,,1
electricity disconnected unless make payment,,1
found problem health insurance coverage avoid loss benefits verify policy number dob we’ll process update,,1
loan approval pending confirm bank account direct deposit,,1
congratulations you’re eligible lowinterest loan i’ll need bank statements process,,1
hello officer johnson social security administration weve trying reach serious issue social security number social security number compromised need take immediate action protect identity system detects fraudulent activity number came used criminal investigation im liberty disclose information assure serious need verify information ensure identity secure please confirm social security number ah yes im calling fraud protection unit badge number 3456 sure thing uh must gotten wires crossed let transfer supervisor,ssn,1
hi im calling confirm delivery package supposed arrive yesterday 1234 john smith uh think visa yeah 250 okay okay great thank much help,delivery,0
hello name john im calling xyz company offering special deal new software help manage business efficiently well weve going list local businesses area came one could benefit product absolutely software uses ai streamline operations reduce costs weve great success businesses area completely understand concern legitimate company many satisfied customers vouch us fact give reference one clients youd like sure thing software specifically designed small mediumsized businesses tailored unique needs also offer exceptional customer support ensure clients get product ha ha thank pride transparency honesty want clients feel confident decision work us,telemarketing,0
hello nathan neighbor emily chance receive package addressed 5a mistake that’d perfect thanks,,0
streaming service ending confirm payment details extension extension granted,,1
we’re calling confirm recent purchase please provide last four digits card,,1
hi melanie rachel wanted check you’re still interested yoga class weekend 10 saturday rec center,,0
hello name david im calling customer service department walmart today weve trying reach youve selected receive 1000 gift card part customer appreciation program completely random glad youre one lucky winners need provide information verify identity name address social security number confirm really understand concern special promotion need information process gift card course let go ahead transfer ah supervisor available right offer special deal provide information well upgrade gift card 2000 act within next 10 minutes partnership walmart several major retailers reward loyal customers youre one selected exclusive offer well send via email soon verify information uh um walmartgiftcardsemailcom apologize system doesnt allow us receive incoming calls trust legitimate offer problem maam great day,reward,1
streaming account qualifies exclusive offer confirm card activate partner many activate promo choice,,1
hi julie community bank we’re updating contact information could confirm current address perfect thank,,0
hi john oh im sorry trying reach friend john oh must dialed wrong number thank letting know bye,wrong,0
hey i’m grocery store—need anything i’m,,0
due unauthorized purchases need reset bank account security confirm info,,1
good afternoon school nurse kennedy middle school child jamie mild headache would like pick rest bit,,0
someone tried access online wallet verify credentials immediately verify provide details,,1
i’m department email blocked unless verify credentials exception urgent cases,,1
hi it’s carl city fitness there’s special bootcamp class weekend interested 10 saturday,,0
hello name officer johnson social security administration weve trying reach serious issue social security number appears social security number compromised used fraudulent activities need verify information secure account yes course first need confirm social security number access file maam assure say protocol place protect citizens identities please confirm last four digits social security number ah yes badge number 23456 social security number well dont take immediate action could liable thousands dollars fraudulent charges dont worry resolve right cooperate maam assure scam evidence social security number used open several credit card accounts name uh im authorized share information phone youll need come office review documents,ssn,1
hello congratulations youve selected receive 500 gift card one major retailers ah walmart need pay small processing fee claim prize system randomly selects numbers chosen youre lucky 25 small price pay 500 gift card unfortunately website maintenance right trust 100 legitimate even call walmart corporate office confirm,reward,1
ebay refund waiting confirm paypal login,,1
hello name john im calling xyz company offering special deal new software help increase productivity 30 well weve monitoring market trends believe software benefit many businesses id like ask questions see good fit purchased list contacts reputable data provider let assure trying sell anything dont need goal provide solutions help business grow absolutely data provider wellknown company collects publicly available information various sources including business directories websites ensure information accurate uptodate ha ha glad hear youre interested offer free trial period test software see benefits would like send information via email youre welcome ill send email right away great day,telemarketing,0
hi marcus blue lake bank small credit account wanted clarify transfer last week posted late,,0
offer school fee waivers provide child’s dob school info qualify it’s separate foundation overseeing waivers,,1
hi im calling xyz delivery service wanted confirm package scheduled arrive today laptop ordered online store let check okay says placed order january 10th paid credit card apologize confusion let verify information please tell full name address check system thank john ive checked system looks like error part didnt place order us dont packages scheduled delivery address course legitimate delivery service take pride customer service sorry mistake john bye,delivery,0
hello john microsoft technical support weve received report computer infected malware system detected suspicious activity coming ip address help fix issue give remote access computer course assure im microsoft suspicious activity related unauthorized access system files dont act quickly could lead identity theft financial loss bit complicated lets focus fixing issue first please download software take look system completely free dont worry cost diagnostic tool help identify problem uh wellwe receive extensive training types malware viruses look time essence longer wait damage could system ah call back number isuhlet checkits 1800microsoft like said need act fast dont go ahead download software wait line probably visited malicious website opened spam email attachment ready download software,support,1
hello pure air carpets we’re confirming cleaning appointment monday morning,,0
hello microsoft security computer infected malware need download support tool immediately visit website i’ll send follow instructions—ill guide,,1
hi simon urban coop noticed left shopping bag behind today,,0
hi im calling confirm delivery new laptop please verify address file company ordered laptop us last week let check ah yes says ordered dell inspiron 15 5000 yes total 850 great well delivered friday anything else assist,delivery,0
hi 5551234 oh im sorry must dialed wrong number tell whose number trying reach friend mike know mike okay thanks letting know sorry mistake,wrong,0
hi dr rao’s office reminding appointment tomorrow 4 pm,,0
hey uncle rob it’s tim aunt marie’s surprise party still saturday right got i’ll bring drinks,,0
error last payment confirm banking info receive refund,,1
apple id locked give us login restore access it’s temporary without credentials may lose data,,1
mrs gordon karen maple elementary thomas left lunchbox,,0
paypal account temporarily frozen enter credentials provided link,,1
congratulations you’re lucky shopper need card info validation,,1
hi mrs rivera it’s peter next door pharmacy prescription delayed tomorrow we’ll call soon it’s ready,,0
hello john customer service department xyz bank weve noticed suspicious activity account need refund money yes seems technical glitch transactions duplicated need refund 500 account error side dont worry taking care process refund need verify information please confirm social security number address apologize urgent matter need resolve immediately dont cooperate well freeze account supervisor currently unavailable assure everything fine cooperate social security number okay okay let check ah yes reference number 1234 please proceed refund uh supervisors name uh michael address um 123 main st dont youll ruin everything trust sir,refund,1
hi calling university travel office travel dates conference final,,0
hello congratulations youve selected receive 1000 gift card company weve monitoring online activity noticed youre one loyal customers universal rewards inc marketing research firm course legitimate company check website universalrewardscom absolutely free need verify information ensure youre correct recipient please provide social security number,reward,1
mortgage payment failed reconfirm details avoid late fees we’re helping customers solve new processing issues today,,1
hi im calling xyz delivery service wanted confirm package scheduled delivered today delivery order provided placed order online birthday gift sister necklace tiffanys says special instructions section order youre welcome package arrive 25 pm today bye,delivery,0
hello john officer james social security administration weve situation social security number compromised flagged suspicious activity need verify information secure account need social security number look account see whats going understand concern highly urgent matter dont resolve issue immediately benefits suspended uh lets say ways getting touch people affected issue please confirm social security number move forward well appears someone using social security number commit fraud need shut old account issue new one completely free charge sir need cooperation get resolved today sir dont think thats necessary simple procedure running time,ssn,1
hi i’m calling apartment listing yes please saturday afternoon,,0
hello name john im calling federal trade commission weve tracking fraudulent transaction credit card need issue refund 500 process need verify information credit card number expiration date confirm identity understand concern secure line assure completely safe besides onetime offer dont take advantage youll lose opportunity uh system look let transfer supervisor explain everything detail ah let check okay uh refund department yeah new initiative combat fraud let transfer supervisor like said uh im calling remote location security reasons trust legit,refund,1
hi im calling xyz delivery service wanted confirm package delivered today 24 pm let check okay says laptop ordered online retailer sir new shipment would like cancel delivery didnt order supervisors name karen johnson honestly sir think might mistake youre expecting laptop maybe look let transfer call please hold moment,delivery,0
appliance warranty expiring confirm purchase details card info renew,,1
employer reported payroll issue please confirm direct deposit information avoid missed payment there’s update required new payroll processing,,1
hi jenna plant nursery rare orchid ordered arrived,,0
qualified home loan 1 interest it’s selected individuals provide ssn verification,,1
investment account needs urgent maintenance log link,,1
hi john oh im sorry must dialed wrong number trying reach john discuss project working yeah ill try sorry bother,wrong,0
hello i’m facebook security suspicious activity detected could share login verification thank we’ll secure account promptly,,1
hey sarah it’s lucas neighborhood watch wanted let know there’s meeting thursday 7pm you’d like join community center near pool there’ll snacks,,0
hi name john im calling abc insurance today offering special promotion life insurance policies wondering youd interested learning well offering discounted rate new customers sign within next two weeks plus 30day moneyback guarantee youre satisfied policy absolutely abc insurance around 20 years rating better business bureau reputable company thousands satisfied customers yes course provide customer reviews even put touch one current policyholders youd like ha ha thank im trying job honestly transparently would like discuss policy see good fit,insurance,0
hello name officer johnson social security administration weve trying reach serious issue social security number compromised need verify information secure account yes well appears someone using social security number fraudulent activities need confirm identity stop damage need verify social security number date birth standard procedure need ensure really speaking ah yes badge number 23456 please provide necessary information sure thing 23456 well take care rest wont worry thing uh wellits exactly clear point trust serious entirely sure look maam time essence longer wait damage could done ah good question got database welluhwe ways getting information maam wouldnt advise,ssn,1
hi left umbrella restaurant last night it’s blue white stripes,,0
hi mrs henderson emily community library reserved book night garden ready pickup would like us hold days,,0
it’s ben library left notebook morning,,0
paypal account locked unless follow link login,,1
hello mr hyland wanted remind son’s parentteacher meeting 4 tomorrow see,,0
hello mr johnson name david im calling abc insurance company offering special deal premium life insurance policy well offering discounted rate firsttime customers also comes free health checkup premium starts 50 per month like said offering discount new customers youd pay 30 per month first year honestly theres catch trying increase customer base build reputation market absolutely abc insurance company business 10 years rating better business bureau thousands satisfied customers ha ha thank assure legitimate company would like sign policy,insurance,0
hello name officer johnson social security administration weve trying reach problem social security number theres suspicious activity account need verify information secure account im liberty disclose information phone assure serious please confirm social security number look understand concern timesensitive matter dont take care benefits could suspended least give last four digits social security number badge number 5478 like said urgent every minute counts,ssn,1
antivirus subscription expired it’s automatic pay renewal fee,,1
good morning i’m calling post office package requiring signature,,0
hello mrs lee i’m susan harmony elementary wanted confirm attendance parentteacher conferences thursday,,0
i’m calling prize lottery need claim send small processing fee via gift cards it’s automatic entry many people don’t realize they’re,,1
hi emily bakery special order cake ready pickup tomorrow noon,,0
there’s 300 charge account confirm details dispute,,1
insurance claim denied unless pay reprocessing fee,,1
hello john name officer johnson social security administration weve trying reach problem social security number suspended due suspicious activity cant disclose information phone need verify identity resolve issue need confirm social security number date birth procedure sir need confirm really talking like said cant discuss phone dont cooperate might face legal action badge number 3456 call back 2025551234 like said due suspicious activity going cooperate,ssn,1
hi i’m confirming catering order saturday’s party,,0
hey wanted check needed ride airport friday,,0
hi im calling xyz delivery service wanted confirm package delivered today let check 1234567890 according records laptop ordered online retailer yeah dell inspiron 15 5000 series 16gb ram 1tb hard drive ha ha yeah get trying job get packages people time problem package arrive within next hours bye,delivery,0
detected multiple signins account possibly give current password reset,,1
hi grandma it’s lily free call evening,,0
hi allison market street coffee sophia order ready 10 minutes pickup,,0
we’ve noticed large purchase account need verification code sms received please read code secure funds,,1
hi ben seasons lawn care we’re offering midsummer tuneup would interested estimate absolutely tuesday morning,,0
police department unpaid fines pay avoid arrest,,1
account locked due security reasons primary bank account need verification unlock,,1
hi im calling xyz delivery company wanted confirm package scheduled arrive today let check okay says new smartphone ordered online sure thing samsung galaxy s22 received email tracking number according records paid visa card ending 3456 course ha im definitely scammer im trying job deliver package,delivery,0
hi mel local shelter received volunteer application—thank,,0
good afternoon brian moving company team arrive 9 tomorrow scheduled,,0
hi im calling xyz delivery company wanted confirm youre expecting package delivered today new smartphone ordered online let check okay says samsung galaxy s22 sir assure legitimate delivery order details system yes course order number 123456 ha ha worries get time glad could clear things package delivered within next hour,delivery,0
hi power temporarily shut street repairs tomorrow 10 noon,,0
hi michael laura fitclub gym still coming introductory session 6 pm awesome see soon,,0
hello mrs johnson name david im calling rewards department walmart today congratulations mrs johnson youve selected receive 1000 gift card walmart random selection based shopping habits youre one loyal customers need provide verification information confirm identity social security number credit card details apologize confusion maam weve changed policy recently need credit card info cover shipping costs let check supervisor available yes maam supervisor busy moment assure legitimate offer uh let check ah yes 10000 people already received gift cards im authorized disclose information maam trust real deal uh employee id uh 123456 yeah thats maam please dont hang offer valid next 10 minutes,reward,1
congratulations you’re eligible allexpenses paid vacation confirm paying security deposit,,1
hello package delayed need personal info reschedule it’s online store confirm address payment info,,1
hello helen downtown art studio we’re reminding students week’s painting class starts 6 pm instead 7 pm glad help see thursday,,0
hello john windows technical support weve getting reports virus computer systems place monitor things tell kind computer youre using like said weve getting reports let remote computer take look fix problem well give employee id number verify windows website wts123456 go windowscomsupport enter number verify identity take time ill wait yes techs microsoftcertified professionals go rigorous training ensure handle issue comes sometimes viruses stealthy hide background thats need take care right away causes damage assure legitimate company wouldnt anything compromise security besides strict policies sort thing,support,1
hello name john im calling safeguard insurance today offering special promotion home insurance policies wondering youd interested getting quote well offering 10 discount new customers sign within next two weeks plus rates highly competitive compared insurance providers absolutely safeguard insurance around 20 years rating better business bureau also licensed operate 50 states completely understand concern licensed insurance agent im required follow strict guidelines protect customer information selling something dont need ill work assess insurance needs provide recommendations based situation,insurance,0
hello art studio framed painting ready pickup,,0
hello john windows technical support weve getting alerts computer infected malware system place monitor things anyway help fix issue remotely please turn computer give access ah sure thing number 1800windows1 let assure im legitimate access advanced type ransomware dont act fast itll encrypt files like said fix well first need remote computer yes use proprietary tool allows us access computer securely dont worry details trust one ill run scans remove malware simple process theres catch want help customers ah well sometimes system flags computers risk look lets focus fixing computer okay,support,1
good morning it’s dr singh’s office calling received test results everything looks normal unless concerns otherwise see next annual,,0
hey it’s alex still movie night 7 works i’ll get popcorn,,0
hello may speak ms robinson hi carlos library books ready pickup convenience,,0
due increased fraud confirm account password account reactivation security check phone safety,,1
hi limited offer home security it’s public record enroll paying setup fee,,1
hi laura calling city pets grooming appointment max scheduled saturday 10 looking forward seeing max,,0
hello windows technical support weve getting alerts computer infected virus thats viruses stealthy cause lot damage even realize dont worry fix well need remotely access computer run scans remove virus understand concern serious issue dont take care could lead identity theft financial loss go website download remote access tool ill able access computer fix problem wwwtechsupportfixcom download tool well get started,support,1
hello karen microsoft refund department im calling inform youre eligible refund 500 due technical issue computer yes course seems computer infected malware weve since resolved issue however need process refund soon possible uh random scan conducted end anyway process refund ill need provide banking information deposit funds directly account im afraid way ensure refund processed quickly securely dont worry ill walk whole process ah let check real quick okay yes says trojan virus nothing like minor issue banking information uh employee id uh 23456 call back 1800microsoft yes course take time,refund,1
hello mrs johnson name david im calling customer service rewards department weve trying reach 500 gift card youve selected random drawing valued customers congratulations need verify information ensure sent right person please confirm address phone number apologize inconvenience system requires update precautionary measure 500 visa gift card redeemable store accepts visa well mail within 35 business days first need process shipping fee 25 oh shipping fee small handling charge onetime payment youll receive gift card pay credit debit card phone would like proceed uh let check real quick ah yes sponsored visa im allowed share information security reasons trust legitimate offer maam dont take advantage offer expire wont able assist,reward,1
unpaid toll fee pay avoid penalty—credit card accepted,,1
congratulations phone number selected win new iphone14 need social security number identity verification yes don’t claim you’ll miss chance forever,,1
hello mr johnson name david im calling abc insurance company offering new policy save 30 current insurance premium got contact information list people interested getting quotes insurance would like hear offer absolutely abc insurance company around 20 years rating better business bureau offering auto home life insurance policies rates competitive also offer additional benefits like roadside assistance identity theft protection let pull information real quick okay based see offer rate 80 per month full coverage ha ha wouldnt legitimate insurance company would never ask sensitive information phone youre interested signing would send application could fill pace definitely reputable company care customers would like sign policy would like send information,insurance,0
received job application pay processing fee continue,,1
netflix subscription expiring renew providing payment credentials immediately,,1
hi i’m calling irs there’s issue tax return please provide social security number verify identity,,1
hi melody shoe store special order arrived yes 8 pm tonight,,0
hello john name officer johnson social security administration today weve trying reach john theres suspicious activity social security number appears someone using number commit fraud need verify information clear issue please confirm social security number understand concern john assure legitimate call dont cooperate well suspend social security benefits,ssn,1
urgent bank account locked unless verify login using link sent,,1
hello john name officer johnson social security administration weve suspicious activity social security number need verify information ensure account secure well appears someone using social security number commit fraud need freeze account immediately prevent damage ways monitoring things like said need act fast please confirm social security number proceed freeze maam assure say dont cooperate well send someone doorstep discuss uh let check real quick hold minute okay yeah im calling main office baltimore badge number uh 3456 look maam dont think thats relevant situation hand need focus securing account,ssn,1
im bank need pin lift service freeze,,1
hi mom going grandma’s sunday give love say i’ll call tomorrow,,0
hello name john im calling xyz company offering special deal new line security systems well weve reports increased burglaries area trying reach homeowners offer discount topoftheline system ah actually use thirdparty service provides us crime statistics give reference number youd like verify 1234 check website call service directly confirm course ha reputable company want help people protect homes,telemarketing,0
hi 5551234 oh must dialed wrong number trying reach johns pizza okay sorry bother ask know number johns pizza great thank much ill try,wrong,0
unpaid tolls increase paid today pay avoid penalties,,1
hello ms patel it’s peter anderson law documents ready review works perfectly see,,0
hello aaron apartment complex need updated pet information form appreciate,,0
i’m calling internet service provider maintain service confirm password direct line process urgent requests,,1
hello visited dating site recently unlock matches verify credit card paying small fee several admirers waiting you—just need card info,,1
hi kevin elena greengrocer wanted let know special order organic peaches arrived,,0
hi name john im calling xyz corporation offering special deal new software help manage finances efficiently well weve contacting people area might interested product would like hear thats completely understandable software received great reviews customers confident benefit onetime payment 9999 offer 30day moneyback guarantee absolutely youre satisfied product give us call well refund money within 57 business days questions asked course legitimate business rating better business bureau check website look us online verify credentials,telemarketing,0
hello mark river café confirming reservation sunday brunch,,0
hello 5551234 oh im sorry trying reach johns pizza tell number dialed okay thanks ill try,wrong,0
hi calling emily found set keys blue rabbit keychain mailbox—thought might,,0
hello name david im calling customer service department walmart today weve trying reach youve selected receive free 500 gift card part customer appreciation program chosen randomly database loyal customers claim prize need verify information please tell full name address look account understand concern sir let see least tell last four digits social security number standard procedure sir dont worry information kept confidential hold moment sir ah yes supervisor unavailable right shell call back within hour meantime please go local walmart purchase 20 money order cover shipping handling gift card apologize confusion sir onetime fee ensure sending gift card right person course sir well talk soon,reward,1
hello maya community center we’re holding spot pottery class starting wednesday 6pm,,0
granddaughter accident send money hospital expenses we’re authorized give details,,1
hello we’d like remind scheduled interview wednesday 10,,0
hi im uber driver im outside house,,0
hello tony appliance repair shop washing machine ready pickup,,0
hello neil farmers market preorder ready pickup 9 11 saturday,,0
hi there’s technical glitch netflix account need login fix thank we’ll restore streaming,,1
hello records show membership expires soon would like renew,,0
hi sarah mike apartment management office wanted confirm youre available maintenance visit tomorrow hell 10 noon anything changes well give headsup,,0
ebay account limited due suspicious transactions need password restore access,,1
hello mr johnson name david im calling amazon customer service weve trying reach special promotion well valued customer youve selected receive free 500 gift card random selection process order claim prize need verify information name address credit card number process gift card ah good question credit card cover shipping handling costs 25 like said special onetime offer youll get gift card well use remaining balance upgrade amazon account means youll get extra perks benefits account dont act offer expire apologize onetime offer claimed right dont take advantage someone else supervisor available moment trust legitimate offer wont regret taking advantage,reward,1
hello congratulations youve selected receive 500 gift card one major retailers chosen randomly database loyal customers running promotion give back valued customers walmart need verify information ensure gets sent right person please confirm full name address im afraid physical gift card needs mailed security reasons need verify identity course callback number 1800walmart call us back anytime verify uh independent marketing firm working behalf completely free dont pay dime sign anything want give back customers,reward,1
hi it’s molly greenroots confirming flower delivery friday 1 3,,0
google account deactivated click link immediately lose emails urgent cases link way please act keep data,,1
child accident need money urgently hospital,,1
dr kim’s office need cancel appointment thursday reschedule,,0
pet insurance policy rates decreased update payment info receive new rates available phone,,1
i’m security expert pay fix vulnerabilities found site i’ll leak info,,1
hello lost found open today set house keys,,0
apple store order cancelled due payment failure confirm credit info reorder,,1
hey got text still need ride home tonight,,0
hi im calling confirm delivery new laptop 1234 please confirm address dell xps 16gb ram 512gb ssd expecting deliver friday 99999 plus tax got discount 100 final price 89999,delivery,0
